ID	type	label	popup	size	URL	description	short_name	Nsequences	Nfamilies	cdd_code
ef_active_site_260185_3	ef	active_site_260185_3	Group of elementary functions active_site_260185_3	45.0	http://neksa.net/EF/ef/active_site_260185_3.html					
ef_active_site_260185_1	ef	active_site_260185_1	Group of elementary functions active_site_260185_1	45.0	http://neksa.net/EF/ef/active_site_260185_1.html					
ef_FMN	ef	FMN	Group of elementary functions FMN	45.0	http://neksa.net/EF/ef/FMN.html					
ef_PPI_266564_1	ef	PPI_266564_1	Group of elementary functions PPI_266564_1	45.0	http://neksa.net/EF/ef/PPI_266564_1.html					
ef_active_site_260205_2	ef	active_site_260205_2	Group of elementary functions active_site_260205_2	45.0	http://neksa.net/EF/ef/active_site_260205_2.html					
ef_allosteric_site_265439_2	ef	allosteric_site_265439_2	Group of elementary functions allosteric_site_265439_2	45.0	http://neksa.net/EF/ef/allosteric_site_265439_2.html					
ef_PPI_261400_2	ef	PPI_261400_2	Group of elementary functions PPI_261400_2	45.0	http://neksa.net/EF/ef/PPI_261400_2.html					
ef_active_site_264346_2	ef	active_site_264346_2	Group of elementary functions active_site_264346_2	45.0	http://neksa.net/EF/ef/active_site_264346_2.html					
ef_PPI_261369_2	ef	PPI_261369_2	Group of elementary functions PPI_261369_2	45.0	http://neksa.net/EF/ef/PPI_261369_2.html					
ef_PPI_260398_4	ef	PPI_260398_4	Group of elementary functions PPI_260398_4	45.0	http://neksa.net/EF/ef/PPI_260398_4.html					
ef_PPI_245211_5	ef	PPI_245211_5	Group of elementary functions PPI_245211_5	45.0	http://neksa.net/EF/ef/PPI_245211_5.html					
ef_PPI_260398_1	ef	PPI_260398_1	Group of elementary functions PPI_260398_1	45.0	http://neksa.net/EF/ef/PPI_260398_1.html					
ef_PPI_266496_3	ef	PPI_266496_3	Group of elementary functions PPI_266496_3	45.0	http://neksa.net/EF/ef/PPI_266496_3.html					
ef_PPI_260398_3	ef	PPI_260398_3	Group of elementary functions PPI_260398_3	45.0	http://neksa.net/EF/ef/PPI_260398_3.html					
ef_PPI_260398_2	ef	PPI_260398_2	Group of elementary functions PPI_260398_2	45.0	http://neksa.net/EF/ef/PPI_260398_2.html					
ef_active_site_261325_1	ef	active_site_261325_1	Group of elementary functions active_site_261325_1	45.0	http://neksa.net/EF/ef/active_site_261325_1.html					
ef_Ca	ef	Ca	Group of elementary functions Ca	45.0	http://neksa.net/EF/ef/Ca.html					
ef_PPI_260139_2	ef	PPI_260139_2	Group of elementary functions PPI_260139_2	45.0	http://neksa.net/EF/ef/PPI_260139_2.html					
ef_CDK	ef	CDK	Group of elementary functions CDK	45.0	http://neksa.net/EF/ef/CDK.html					
ef_active_site_260155_1	ef	active_site_260155_1	Group of elementary functions active_site_260155_1	45.0	http://neksa.net/EF/ef/active_site_260155_1.html					
ef_PPI_260235_1	ef	PPI_260235_1	Group of elementary functions PPI_260235_1	45.0	http://neksa.net/EF/ef/PPI_260235_1.html					
ef_PPI_261442_1	ef	PPI_261442_1	Group of elementary functions PPI_261442_1	45.0	http://neksa.net/EF/ef/PPI_261442_1.html					
ef_PPI_261442_2	ef	PPI_261442_2	Group of elementary functions PPI_261442_2	45.0	http://neksa.net/EF/ef/PPI_261442_2.html					
ef_PPI_261442_3	ef	PPI_261442_3	Group of elementary functions PPI_261442_3	45.0	http://neksa.net/EF/ef/PPI_261442_3.html					
ef_active_site_260138_1	ef	active_site_260138_1	Group of elementary functions active_site_260138_1	45.0	http://neksa.net/EF/ef/active_site_260138_1.html					
ef_PPI_241902_2	ef	PPI_241902_2	Group of elementary functions PPI_241902_2	45.0	http://neksa.net/EF/ef/PPI_241902_2.html					
ef_Cu	ef	Cu	Group of elementary functions Cu	45.0	http://neksa.net/EF/ef/Cu.html					
ef_PPI_263924_2	ef	PPI_263924_2	Group of elementary functions PPI_263924_2	45.0	http://neksa.net/EF/ef/PPI_263924_2.html					
ef_PPI_264353_3	ef	PPI_264353_3	Group of elementary functions PPI_264353_3	45.0	http://neksa.net/EF/ef/PPI_264353_3.html					
ef_active_site_260326_1	ef	active_site_260326_1	Group of elementary functions active_site_260326_1	45.0	http://neksa.net/EF/ef/active_site_260326_1.html					
ef_active_site_264352_1	ef	active_site_264352_1	Group of elementary functions active_site_264352_1	45.0	http://neksa.net/EF/ef/active_site_264352_1.html					
ef_PPI_266526_3	ef	PPI_266526_3	Group of elementary functions PPI_266526_3	45.0	http://neksa.net/EF/ef/PPI_266526_3.html					
ef_active_site_263924_5	ef	active_site_263924_5	Group of elementary functions active_site_263924_5	45.0	http://neksa.net/EF/ef/active_site_263924_5.html					
ef_active_site_260488_2	ef	active_site_260488_2	Group of elementary functions active_site_260488_2	45.0	http://neksa.net/EF/ef/active_site_260488_2.html					
ef_active_site_261518_1	ef	active_site_261518_1	Group of elementary functions active_site_261518_1	45.0	http://neksa.net/EF/ef/active_site_261518_1.html					
ef_active_site_260269_1	ef	active_site_260269_1	Group of elementary functions active_site_260269_1	45.0	http://neksa.net/EF/ef/active_site_260269_1.html					
ef_active_site_263971_1	ef	active_site_263971_1	Group of elementary functions active_site_263971_1	45.0	http://neksa.net/EF/ef/active_site_263971_1.html					
ef_PPI_263924_3	ef	PPI_263924_3	Group of elementary functions PPI_263924_3	45.0	http://neksa.net/EF/ef/PPI_263924_3.html					
ef_active_site_264354_4	ef	active_site_264354_4	Group of elementary functions active_site_264354_4	45.0	http://neksa.net/EF/ef/active_site_264354_4.html					
ef_PPI_260339_3	ef	PPI_260339_3	Group of elementary functions PPI_260339_3	45.0	http://neksa.net/EF/ef/PPI_260339_3.html					
ef_active_site_264354_2	ef	active_site_264354_2	Group of elementary functions active_site_264354_2	45.0	http://neksa.net/EF/ef/active_site_264354_2.html					
ef_active_site_264354_3	ef	active_site_264354_3	Group of elementary functions active_site_264354_3	45.0	http://neksa.net/EF/ef/active_site_264354_3.html					
ef_active_site_264354_1	ef	active_site_264354_1	Group of elementary functions active_site_264354_1	45.0	http://neksa.net/EF/ef/active_site_264354_1.html					
ef_PPI_265651_2	ef	PPI_265651_2	Group of elementary functions PPI_265651_2	45.0	http://neksa.net/EF/ef/PPI_265651_2.html					
ef_PPI_265651_3	ef	PPI_265651_3	Group of elementary functions PPI_265651_3	45.0	http://neksa.net/EF/ef/PPI_265651_3.html					
ef_protein	ef	protein	Group of elementary functions protein	45.0	http://neksa.net/EF/ef/protein.html					
ef_PPI_265458_2	ef	PPI_265458_2	Group of elementary functions PPI_265458_2	45.0	http://neksa.net/EF/ef/PPI_265458_2.html					
ef_active_site_263924_1	ef	active_site_263924_1	Group of elementary functions active_site_263924_1	45.0	http://neksa.net/EF/ef/active_site_263924_1.html					
ef_PPI_260370_3	ef	PPI_260370_3	Group of elementary functions PPI_260370_3	45.0	http://neksa.net/EF/ef/PPI_260370_3.html					
ef_PPI_261591_2	ef	PPI_261591_2	Group of elementary functions PPI_261591_2	45.0	http://neksa.net/EF/ef/PPI_261591_2.html					
ef_active_site_263924_2	ef	active_site_263924_2	Group of elementary functions active_site_263924_2	45.0	http://neksa.net/EF/ef/active_site_263924_2.html					
ef_active_site_260310_2	ef	active_site_260310_2	Group of elementary functions active_site_260310_2	45.0	http://neksa.net/EF/ef/active_site_260310_2.html					
ef_P-loop	ef	P-loop	Group of elementary functions P-loop	45.0	http://neksa.net/EF/ef/P-loop.html					
ef_PPI	ef	PPI	Group of elementary functions PPI	45.0	http://neksa.net/EF/ef/PPI.html					
ef_active_site_260310_1	ef	active_site_260310_1	Group of elementary functions active_site_260310_1	45.0	http://neksa.net/EF/ef/active_site_260310_1.html					
ef_PPI_263719_1	ef	PPI_263719_1	Group of elementary functions PPI_263719_1	45.0	http://neksa.net/EF/ef/PPI_263719_1.html					
ef_active_site_260363_1	ef	active_site_260363_1	Group of elementary functions active_site_260363_1	45.0	http://neksa.net/EF/ef/active_site_260363_1.html					
ef_PPI_264361_3	ef	PPI_264361_3	Group of elementary functions PPI_264361_3	45.0	http://neksa.net/EF/ef/PPI_264361_3.html					
ef_Heme	ef	Heme	Group of elementary functions Heme	45.0	http://neksa.net/EF/ef/Heme.html					
ef_PPI_260207_1	ef	PPI_260207_1	Group of elementary functions PPI_260207_1	45.0	http://neksa.net/EF/ef/PPI_260207_1.html					
ef_PPI_213405_1	ef	PPI_213405_1	Group of elementary functions PPI_213405_1	45.0	http://neksa.net/EF/ef/PPI_213405_1.html					
ef_active_site_266525_5	ef	active_site_266525_5	Group of elementary functions active_site_266525_5	45.0	http://neksa.net/EF/ef/active_site_266525_5.html					
ef_active_site_266541_1	ef	active_site_266541_1	Group of elementary functions active_site_266541_1	45.0	http://neksa.net/EF/ef/active_site_266541_1.html					
ef_PPI_260478_2	ef	PPI_260478_2	Group of elementary functions PPI_260478_2	45.0	http://neksa.net/EF/ef/PPI_260478_2.html					
ef_PPI_260280_2	ef	PPI_260280_2	Group of elementary functions PPI_260280_2	45.0	http://neksa.net/EF/ef/PPI_260280_2.html					
ef_active_site_263924_3	ef	active_site_263924_3	Group of elementary functions active_site_263924_3	45.0	http://neksa.net/EF/ef/active_site_263924_3.html					
ef_active_site_119389_1	ef	active_site_119389_1	Group of elementary functions active_site_119389_1	45.0	http://neksa.net/EF/ef/active_site_119389_1.html					
ef_FAD	ef	FAD	Group of elementary functions FAD	45.0	http://neksa.net/EF/ef/FAD.html					
ef_active_site_260152_1	ef	active_site_260152_1	Group of elementary functions active_site_260152_1	45.0	http://neksa.net/EF/ef/active_site_260152_1.html					
ef_ABC	ef	ABC	Group of elementary functions ABC	45.0	http://neksa.net/EF/ef/ABC.html					
ef_CRISPR-associated	ef	CRISPR-associated	Group of elementary functions CRISPR-associated	45.0	http://neksa.net/EF/ef/CRISPR-associated.html					
ef_PPI_260683_4	ef	PPI_260683_4	Group of elementary functions PPI_260683_4	45.0	http://neksa.net/EF/ef/PPI_260683_4.html					
ef_PPI_264355_2	ef	PPI_264355_2	Group of elementary functions PPI_264355_2	45.0	http://neksa.net/EF/ef/PPI_264355_2.html					
ef_active_site_263925_1	ef	active_site_263925_1	Group of elementary functions active_site_263925_1	45.0	http://neksa.net/EF/ef/active_site_263925_1.html					
ef_active_site_263925_3	ef	active_site_263925_3	Group of elementary functions active_site_263925_3	45.0	http://neksa.net/EF/ef/active_site_263925_3.html					
ef_G2_box	ef	G2_box	Group of elementary functions G2_box	45.0	http://neksa.net/EF/ef/G2_box.html					
ef_PPI_248061_1	ef	PPI_248061_1	Group of elementary functions PPI_248061_1	45.0	http://neksa.net/EF/ef/PPI_248061_1.html					
ef_PPI_266516_2	ef	PPI_266516_2	Group of elementary functions PPI_266516_2	45.0	http://neksa.net/EF/ef/PPI_266516_2.html					
ef_PPI_265430_1	ef	PPI_265430_1	Group of elementary functions PPI_265430_1	45.0	http://neksa.net/EF/ef/PPI_265430_1.html					
ef_PPI_264492_3	ef	PPI_264492_3	Group of elementary functions PPI_264492_3	45.0	http://neksa.net/EF/ef/PPI_264492_3.html					
ef_PPI_260367_3	ef	PPI_260367_3	Group of elementary functions PPI_260367_3	45.0	http://neksa.net/EF/ef/PPI_260367_3.html					
ef_PPI_260367_2	ef	PPI_260367_2	Group of elementary functions PPI_260367_2	45.0	http://neksa.net/EF/ef/PPI_260367_2.html					
ef_PPI_264357_4	ef	PPI_264357_4	Group of elementary functions PPI_264357_4	45.0	http://neksa.net/EF/ef/PPI_264357_4.html					
ef_allosteric_site_263920_5	ef	allosteric_site_263920_5	Group of elementary functions allosteric_site_263920_5	45.0	http://neksa.net/EF/ef/allosteric_site_263920_5.html					
ef_PPI_264357_2	ef	PPI_264357_2	Group of elementary functions PPI_264357_2	45.0	http://neksa.net/EF/ef/PPI_264357_2.html					
ef_PPI_264357_3	ef	PPI_264357_3	Group of elementary functions PPI_264357_3	45.0	http://neksa.net/EF/ef/PPI_264357_3.html					
ef_PPI_260367_4	ef	PPI_260367_4	Group of elementary functions PPI_260367_4	45.0	http://neksa.net/EF/ef/PPI_260367_4.html					
ef_PPI_260469_2	ef	PPI_260469_2	Group of elementary functions PPI_260469_2	45.0	http://neksa.net/EF/ef/PPI_260469_2.html					
ef_PPI_264361_4	ef	PPI_264361_4	Group of elementary functions PPI_264361_4	45.0	http://neksa.net/EF/ef/PPI_264361_4.html					
ef_active_site_260226_2	ef	active_site_260226_2	Group of elementary functions active_site_260226_2	45.0	http://neksa.net/EF/ef/active_site_260226_2.html					
ef_active_site_265459_1	ef	active_site_265459_1	Group of elementary functions active_site_265459_1	45.0	http://neksa.net/EF/ef/active_site_265459_1.html					
ef_PPI_265436_1	ef	PPI_265436_1	Group of elementary functions PPI_265436_1	45.0	http://neksa.net/EF/ef/PPI_265436_1.html					
ef_PPI_261038_2	ef	PPI_261038_2	Group of elementary functions PPI_261038_2	45.0	http://neksa.net/EF/ef/PPI_261038_2.html					
ef_PPI_265436_3	ef	PPI_265436_3	Group of elementary functions PPI_265436_3	45.0	http://neksa.net/EF/ef/PPI_265436_3.html					
ef_active_site_265762_1	ef	active_site_265762_1	Group of elementary functions active_site_265762_1	45.0	http://neksa.net/EF/ef/active_site_265762_1.html					
ef_active_site_261289_2	ef	active_site_261289_2	Group of elementary functions active_site_261289_2	45.0	http://neksa.net/EF/ef/active_site_261289_2.html					
ef_PPI_260339_2	ef	PPI_260339_2	Group of elementary functions PPI_260339_2	45.0	http://neksa.net/EF/ef/PPI_260339_2.html					
ef_PPI_266508_4	ef	PPI_266508_4	Group of elementary functions PPI_266508_4	45.0	http://neksa.net/EF/ef/PPI_266508_4.html					
ef_active_site_261289_1	ef	active_site_261289_1	Group of elementary functions active_site_261289_1	45.0	http://neksa.net/EF/ef/active_site_261289_1.html					
ef_active_site_260308_4	ef	active_site_260308_4	Group of elementary functions active_site_260308_4	45.0	http://neksa.net/EF/ef/active_site_260308_4.html					
ef_active_site_260433_5	ef	active_site_260433_5	Group of elementary functions active_site_260433_5	45.0	http://neksa.net/EF/ef/active_site_260433_5.html					
ef_CoA	ef	CoA	Group of elementary functions CoA	45.0	http://neksa.net/EF/ef/CoA.html					
ef_active_site_260247_2	ef	active_site_260247_2	Group of elementary functions active_site_260247_2	45.0	http://neksa.net/EF/ef/active_site_260247_2.html					
ef_active_site_260247_1	ef	active_site_260247_1	Group of elementary functions active_site_260247_1	45.0	http://neksa.net/EF/ef/active_site_260247_1.html					
ef_active_site_265655_2	ef	active_site_265655_2	Group of elementary functions active_site_265655_2	45.0	http://neksa.net/EF/ef/active_site_265655_2.html					
ef_PPI_265655_3	ef	PPI_265655_3	Group of elementary functions PPI_265655_3	45.0	http://neksa.net/EF/ef/PPI_265655_3.html					
ef_PPI_261022_3	ef	PPI_261022_3	Group of elementary functions PPI_261022_3	45.0	http://neksa.net/EF/ef/PPI_261022_3.html					
ef_active_site_263922_2	ef	active_site_263922_2	Group of elementary functions active_site_263922_2	45.0	http://neksa.net/EF/ef/active_site_263922_2.html					
ef_PPI_260247_3	ef	PPI_260247_3	Group of elementary functions PPI_260247_3	45.0	http://neksa.net/EF/ef/PPI_260247_3.html					
ef_active_site_264349_1	ef	active_site_264349_1	Group of elementary functions active_site_264349_1	45.0	http://neksa.net/EF/ef/active_site_264349_1.html					
ef_active_site_264349_2	ef	active_site_264349_2	Group of elementary functions active_site_264349_2	45.0	http://neksa.net/EF/ef/active_site_264349_2.html					
ef_PPI_264347_3	ef	PPI_264347_3	Group of elementary functions PPI_264347_3	45.0	http://neksa.net/EF/ef/PPI_264347_3.html					
ef_PPI_264347_2	ef	PPI_264347_2	Group of elementary functions PPI_264347_2	45.0	http://neksa.net/EF/ef/PPI_264347_2.html					
ef_active_site_265440_1	ef	active_site_265440_1	Group of elementary functions active_site_265440_1	45.0	http://neksa.net/EF/ef/active_site_265440_1.html					
ef_NAG	ef	NAG	Group of elementary functions NAG	45.0	http://neksa.net/EF/ef/NAG.html					
ef_active_site	ef	active_site	Group of elementary functions active_site	45.0	http://neksa.net/EF/ef/active_site.html					
ef_PPI_260311_4	ef	PPI_260311_4	Group of elementary functions PPI_260311_4	45.0	http://neksa.net/EF/ef/PPI_260311_4.html					
ef_PPI_248059_1	ef	PPI_248059_1	Group of elementary functions PPI_248059_1	45.0	http://neksa.net/EF/ef/PPI_248059_1.html					
ef_active_site_265651_2	ef	active_site_265651_2	Group of elementary functions active_site_265651_2	45.0	http://neksa.net/EF/ef/active_site_265651_2.html					
ef_active_site_247903_2	ef	active_site_247903_2	Group of elementary functions active_site_247903_2	45.0	http://neksa.net/EF/ef/active_site_247903_2.html					
ef_PPI_260311_2	ef	PPI_260311_2	Group of elementary functions PPI_260311_2	45.0	http://neksa.net/EF/ef/PPI_260311_2.html					
ef_PPI_260311_3	ef	PPI_260311_3	Group of elementary functions PPI_260311_3	45.0	http://neksa.net/EF/ef/PPI_260311_3.html					
ef_active_site_261594_1	ef	active_site_261594_1	Group of elementary functions active_site_261594_1	45.0	http://neksa.net/EF/ef/active_site_261594_1.html					
ef_GENERIC_ACTIVE_SITE	ef	GENERIC_ACTIVE_SITE	Group of elementary functions GENERIC_ACTIVE_SITE	45.0	http://neksa.net/EF/ef/GENERIC_ACTIVE_SITE.html					
ef_active_site_265470_3	ef	active_site_265470_3	Group of elementary functions active_site_265470_3	45.0	http://neksa.net/EF/ef/active_site_265470_3.html					
ef_GSH	ef	GSH	Group of elementary functions GSH	45.0	http://neksa.net/EF/ef/GSH.html					
ef_GAP	ef	GAP	Group of elementary functions GAP	45.0	http://neksa.net/EF/ef/GAP.html					
ef_PPI_260488_5	ef	PPI_260488_5	Group of elementary functions PPI_260488_5	45.0	http://neksa.net/EF/ef/PPI_260488_5.html					
ef_PPI_260313_2	ef	PPI_260313_2	Group of elementary functions PPI_260313_2	45.0	http://neksa.net/EF/ef/PPI_260313_2.html					
ef_G4_box	ef	G4_box	Group of elementary functions G4_box	45.0	http://neksa.net/EF/ef/G4_box.html					
ef_PPI_260313_1	ef	PPI_260313_1	Group of elementary functions PPI_260313_1	45.0	http://neksa.net/EF/ef/PPI_260313_1.html					
ef_active_site_260308_3	ef	active_site_260308_3	Group of elementary functions active_site_260308_3	45.0	http://neksa.net/EF/ef/active_site_260308_3.html					
ef_SAM	ef	SAM	Group of elementary functions SAM	45.0	http://neksa.net/EF/ef/SAM.html					
ef_PPI_266525_2	ef	PPI_266525_2	Group of elementary functions PPI_266525_2	45.0	http://neksa.net/EF/ef/PPI_266525_2.html					
ef_PPI_260278_2	ef	PPI_260278_2	Group of elementary functions PPI_260278_2	45.0	http://neksa.net/EF/ef/PPI_260278_2.html					
ef_active_site_260478_3	ef	active_site_260478_3	Group of elementary functions active_site_260478_3	45.0	http://neksa.net/EF/ef/active_site_260478_3.html					
ef_PPI_264488_2	ef	PPI_264488_2	Group of elementary functions PPI_264488_2	45.0	http://neksa.net/EF/ef/PPI_264488_2.html					
ef_active_site_263927_2	ef	active_site_263927_2	Group of elementary functions active_site_263927_2	45.0	http://neksa.net/EF/ef/active_site_263927_2.html					
ef_PPI_265470_3	ef	PPI_265470_3	Group of elementary functions PPI_265470_3	45.0	http://neksa.net/EF/ef/PPI_265470_3.html					
ef_RAS	ef	RAS	Group of elementary functions RAS	45.0	http://neksa.net/EF/ef/RAS.html					
ef_active_site_260398_3	ef	active_site_260398_3	Group of elementary functions active_site_260398_3	45.0	http://neksa.net/EF/ef/active_site_260398_3.html					
ef_PPI_261284_4	ef	PPI_261284_4	Group of elementary functions PPI_261284_4	45.0	http://neksa.net/EF/ef/PPI_261284_4.html					
ef_active_site_260271_2	ef	active_site_260271_2	Group of elementary functions active_site_260271_2	45.0	http://neksa.net/EF/ef/active_site_260271_2.html					
ef_active_site_261594_2	ef	active_site_261594_2	Group of elementary functions active_site_261594_2	45.0	http://neksa.net/EF/ef/active_site_261594_2.html					
ef_PPI_260415_3	ef	PPI_260415_3	Group of elementary functions PPI_260415_3	45.0	http://neksa.net/EF/ef/PPI_260415_3.html					
ef_PPI_260415_2	ef	PPI_260415_2	Group of elementary functions PPI_260415_2	45.0	http://neksa.net/EF/ef/PPI_260415_2.html					
ef_active_site_260271_3	ef	active_site_260271_3	Group of elementary functions active_site_260271_3	45.0	http://neksa.net/EF/ef/active_site_260271_3.html					
ef_GENERIC_PPI	ef	GENERIC_PPI	Group of elementary functions GENERIC_PPI	45.0	http://neksa.net/EF/ef/GENERIC_PPI.html					
ef_active_site_260308_1	ef	active_site_260308_1	Group of elementary functions active_site_260308_1	45.0	http://neksa.net/EF/ef/active_site_260308_1.html					
ef_PPI_266485_2	ef	PPI_266485_2	Group of elementary functions PPI_266485_2	45.0	http://neksa.net/EF/ef/PPI_266485_2.html					
ef_PPI_266485_3	ef	PPI_266485_3	Group of elementary functions PPI_266485_3	45.0	http://neksa.net/EF/ef/PPI_266485_3.html					
ef_active_site_265470_2	ef	active_site_265470_2	Group of elementary functions active_site_265470_2	45.0	http://neksa.net/EF/ef/active_site_265470_2.html					
ef_PPI_266485_1	ef	PPI_266485_1	Group of elementary functions PPI_266485_1	45.0	http://neksa.net/EF/ef/PPI_266485_1.html					
ef_active_site_263943_1	ef	active_site_263943_1	Group of elementary functions active_site_263943_1	45.0	http://neksa.net/EF/ef/active_site_263943_1.html					
ef_PPI_260469_3	ef	PPI_260469_3	Group of elementary functions PPI_260469_3	45.0	http://neksa.net/EF/ef/PPI_260469_3.html					
ef_PPI_266485_4	ef	PPI_266485_4	Group of elementary functions PPI_266485_4	45.0	http://neksa.net/EF/ef/PPI_266485_4.html					
ef_active_site_264361_1	ef	active_site_264361_1	Group of elementary functions active_site_264361_1	45.0	http://neksa.net/EF/ef/active_site_264361_1.html					
ef_active_site_265651_1	ef	active_site_265651_1	Group of elementary functions active_site_265651_1	45.0	http://neksa.net/EF/ef/active_site_265651_1.html					
ef_TPP	ef	TPP	Group of elementary functions TPP	45.0	http://neksa.net/EF/ef/TPP.html					
ef_active_site_265436_1	ef	active_site_265436_1	Group of elementary functions active_site_265436_1	45.0	http://neksa.net/EF/ef/active_site_265436_1.html					
ef_PPI_264509_2	ef	PPI_264509_2	Group of elementary functions PPI_264509_2	45.0	http://neksa.net/EF/ef/PPI_264509_2.html					
ef_active_site_238006_1	ef	active_site_238006_1	Group of elementary functions active_site_238006_1	45.0	http://neksa.net/EF/ef/active_site_238006_1.html					
ef_PPI_267460_1	ef	PPI_267460_1	Group of elementary functions PPI_267460_1	45.0	http://neksa.net/EF/ef/PPI_267460_1.html					
ef_active_site_266580_4	ef	active_site_266580_4	Group of elementary functions active_site_266580_4	45.0	http://neksa.net/EF/ef/active_site_266580_4.html					
ef_active_site_266580_1	ef	active_site_266580_1	Group of elementary functions active_site_266580_1	45.0	http://neksa.net/EF/ef/active_site_266580_1.html					
ef_active_site_266580_3	ef	active_site_266580_3	Group of elementary functions active_site_266580_3	45.0	http://neksa.net/EF/ef/active_site_266580_3.html					
ef_PPI_266502_6	ef	PPI_266502_6	Group of elementary functions PPI_266502_6	45.0	http://neksa.net/EF/ef/PPI_266502_6.html					
ef_PPI_266502_7	ef	PPI_266502_7	Group of elementary functions PPI_266502_7	45.0	http://neksa.net/EF/ef/PPI_266502_7.html					
ef_PPI_266502_8	ef	PPI_266502_8	Group of elementary functions PPI_266502_8	45.0	http://neksa.net/EF/ef/PPI_266502_8.html					
ef_PPI_260315_2	ef	PPI_260315_2	Group of elementary functions PPI_260315_2	45.0	http://neksa.net/EF/ef/PPI_260315_2.html					
ef_active_site_266580_2	ef	active_site_266580_2	Group of elementary functions active_site_266580_2	45.0	http://neksa.net/EF/ef/active_site_266580_2.html					
ef_PPI_238178_2	ef	PPI_238178_2	Group of elementary functions PPI_238178_2	45.0	http://neksa.net/EF/ef/PPI_238178_2.html					
ef_PPI_260295_2	ef	PPI_260295_2	Group of elementary functions PPI_260295_2	45.0	http://neksa.net/EF/ef/PPI_260295_2.html					
ef_active_site_267298_2	ef	active_site_267298_2	Group of elementary functions active_site_267298_2	45.0	http://neksa.net/EF/ef/active_site_267298_2.html					
ef_active_site_267315_2	ef	active_site_267315_2	Group of elementary functions active_site_267315_2	45.0	http://neksa.net/EF/ef/active_site_267315_2.html					
ef_active_site_267298_1	ef	active_site_267298_1	Group of elementary functions active_site_267298_1	45.0	http://neksa.net/EF/ef/active_site_267298_1.html					
ef_PPI_266630_5	ef	PPI_266630_5	Group of elementary functions PPI_266630_5	45.0	http://neksa.net/EF/ef/PPI_266630_5.html					
ef_PPI_263577_3	ef	PPI_263577_3	Group of elementary functions PPI_263577_3	45.0	http://neksa.net/EF/ef/PPI_263577_3.html					
ef_active_site_266542_2	ef	active_site_266542_2	Group of elementary functions active_site_266542_2	45.0	http://neksa.net/EF/ef/active_site_266542_2.html					
ef_PPI_263942_1	ef	PPI_263942_1	Group of elementary functions PPI_263942_1	45.0	http://neksa.net/EF/ef/PPI_263942_1.html					
ef_active_site_261709_2	ef	active_site_261709_2	Group of elementary functions active_site_261709_2	45.0	http://neksa.net/EF/ef/active_site_261709_2.html					
ef_active_site_245232_2	ef	active_site_245232_2	Group of elementary functions active_site_245232_2	45.0	http://neksa.net/EF/ef/active_site_245232_2.html					
ef_active_site_245232_1	ef	active_site_245232_1	Group of elementary functions active_site_245232_1	45.0	http://neksa.net/EF/ef/active_site_245232_1.html					
ef_PPI_266539_3	ef	PPI_266539_3	Group of elementary functions PPI_266539_3	45.0	http://neksa.net/EF/ef/PPI_266539_3.html					
ef_PPI_266538_3	ef	PPI_266538_3	Group of elementary functions PPI_266538_3	45.0	http://neksa.net/EF/ef/PPI_266538_3.html					
ef_active_site_263509_2	ef	active_site_263509_2	Group of elementary functions active_site_263509_2	45.0	http://neksa.net/EF/ef/active_site_263509_2.html					
ef_active_site_263509_1	ef	active_site_263509_1	Group of elementary functions active_site_263509_1	45.0	http://neksa.net/EF/ef/active_site_263509_1.html					
ef_cAMP	ef	cAMP	Group of elementary functions cAMP	45.0	http://neksa.net/EF/ef/cAMP.html					
ef_PPI_267411_2	ef	PPI_267411_2	Group of elementary functions PPI_267411_2	45.0	http://neksa.net/EF/ef/PPI_267411_2.html					
ef_PPI_266538_5	ef	PPI_266538_5	Group of elementary functions PPI_266538_5	45.0	http://neksa.net/EF/ef/PPI_266538_5.html					
ef_Folate	ef	Folate	Group of elementary functions Folate	45.0	http://neksa.net/EF/ef/Folate.html					
ef_active_site_260207_2	ef	active_site_260207_2	Group of elementary functions active_site_260207_2	45.0	http://neksa.net/EF/ef/active_site_260207_2.html					
ef_active_site_260496_1	ef	active_site_260496_1	Group of elementary functions active_site_260496_1	45.0	http://neksa.net/EF/ef/active_site_260496_1.html					
ef_PPI_260295_3	ef	PPI_260295_3	Group of elementary functions PPI_260295_3	45.0	http://neksa.net/EF/ef/PPI_260295_3.html					
ef_active_site_260207_1	ef	active_site_260207_1	Group of elementary functions active_site_260207_1	45.0	http://neksa.net/EF/ef/active_site_260207_1.html					
ef_PPI_263730_2	ef	PPI_263730_2	Group of elementary functions PPI_263730_2	45.0	http://neksa.net/EF/ef/PPI_263730_2.html					
ef_PPI_263730_3	ef	PPI_263730_3	Group of elementary functions PPI_263730_3	45.0	http://neksa.net/EF/ef/PPI_263730_3.html					
ef_PPI_263730_1	ef	PPI_263730_1	Group of elementary functions PPI_263730_1	45.0	http://neksa.net/EF/ef/PPI_263730_1.html					
ef_PPI_266538_4	ef	PPI_266538_4	Group of elementary functions PPI_266538_4	45.0	http://neksa.net/EF/ef/PPI_266538_4.html					
ef_allosteric_site	ef	allosteric_site	Group of elementary functions allosteric_site	45.0	http://neksa.net/EF/ef/allosteric_site.html					
ef_active_site_260308_2	ef	active_site_260308_2	Group of elementary functions active_site_260308_2	45.0	http://neksa.net/EF/ef/active_site_260308_2.html					
